Date,Product,Category,Region,Country,City,Budget,Actuals,Channel,Quarter,Month
2025-05-13,Precision Manufacturing Tool,Supply Chain,North America,United States,Phoenix,249838,209052,Partner,2025-Q2,2025-05
2025-05-13,Precision Manufacturing Tool,Automotive Parts,North America,Mexico,Monterrey,404813,314696,Mobile App,2025-Q2,2025-05
2025-05-14,Heavy Machinery Equipment,Industrial Equipment,Europe,Germany,Cologne,501215,658427,Partner,2025-Q2,2025-05
2025-05-14,Automotive Safety Module,Automotive Parts,North America,Mexico,León,787209,626497,Direct Sales,2025-Q2,2025-05
2025-05-15,Heavy Machinery Equipment,Automotive Parts,Asia Pacific,Singapore,West,474058,477691,Direct Sales,2025-Q2,2025-05
2025-05-15,CNC Machining Center,Supply Chain,Asia Pacific,Japan,Sapporo,307197,385786,Online,2025-Q2,2025-05
2025-05-15,Automotive Safety Module,Industrial Equipment,North America,Canada,Mississauga,421491,446453,Wholesale,2025-Q2,2025-05
2025-05-16,Automotive Safety Module,Quality Control,Asia Pacific,Australia,Canberra,171021,230333,Retail,2025-Q2,2025-05
2025-05-16,Inventory Management Platform,Automotive Parts,North America,United States,San Diego,111194,111820,Online,2025-Q2,2025-05
2025-05-16,Precision Manufacturing Tool,Industrial Equipment,North America,Canada,Winnipeg,302181,339340,Retail,2025-Q2,2025-05
2025-05-16,Precision Manufacturing Tool,Quality Control,Europe,France,Lyon,120648,159204,Wholesale,2025-Q2,2025-05
2025-05-16,Warehouse Management System,Production Machinery,North America,Canada,Calgary,408093,468708,Mobile App,2025-Q2,2025-05
2025-05-17,Process Control Software,Automotive Parts,Europe,United Kingdom,Leeds,161546,135206,Mobile App,2025-Q2,2025-05
2025-05-17,Assembly Line Component,Industrial Equipment,North America,Mexico,Tijuana,589063,614859,Partner,2025-Q2,2025-05
2025-05-17,High-Performance Engine Component,Automotive Parts,Europe,Germany,Munich,329992,423833,Wholesale,2025-Q2,2025-05
2025-05-17,Logistics Tracking System,Supply Chain,Europe,France,Marseille,469386,646986,Partner,2025-Q2,2025-05
2025-05-18,Industrial Robot System,Production Machinery,Asia Pacific,Australia,Perth,412730,457930,Direct Sales,2025-Q2,2025-05
2025-05-18,Quality Inspection System,Production Machinery,North America,Mexico,Zapopan,642657,867254,Retail,2025-Q2,2025-05
2025-05-18,Quality Inspection System,Industrial Equipment,Asia Pacific,Japan,Tokyo,245750,332219,Partner,2025-Q2,2025-05
2025-05-18,Logistics Tracking System,Supply Chain,Asia Pacific,Japan,Tokyo,276586,360891,Online,2025-Q2,2025-05
2025-05-18,Assembly Line Component,Industrial Equipment,Europe,France,Nice,504416,569114,Online,2025-Q2,2025-05
2025-05-19,Quality Inspection System,Industrial Equipment,Europe,France,Montpellier,377487,377943,Mobile App,2025-Q2,2025-05
2025-05-19,Precision Manufacturing Tool,Automotive Parts,North America,Canada,Mississauga,304882,376015,Mobile App,2025-Q2,2025-05
2025-05-19,Logistics Tracking System,Production Machinery,Asia Pacific,Japan,Nagoya,272217,312978,Retail,2025-Q2,2025-05
2025-05-19,Quality Assurance Software,Industrial Equipment,North America,United States,Philadelphia,678185,768094,Direct Sales,2025-Q2,2025-05
2025-05-19,Automated Production Line,Production Machinery,North America,United States,San Jose,407406,300150,Direct Sales,2025-Q2,2025-05
2025-05-20,High-Performance Engine Component,Automotive Parts,Europe,France,Marseille,277231,304138,Mobile App,2025-Q2,2025-05
2025-05-20,CNC Machining Center,Supply Chain,Asia Pacific,Japan,Kyoto,231975,175378,Wholesale,2025-Q2,2025-05
2025-05-20,Heavy Machinery Equipment,Quality Control,Asia Pacific,Australia,Perth,290206,402016,Mobile App,2025-Q2,2025-05
2025-05-20,Precision Manufacturing Tool,Automotive Parts,North America,United States,San Jose,251156,347439,Wholesale,2025-Q2,2025-05
2025-05-20,Industrial Robot System,Automotive Parts,Asia Pacific,Australia,Melbourne,272198,370252,Online,2025-Q2,2025-05
2025-05-20,Vehicle Diagnostic Tool,Supply Chain,Asia Pacific,Singapore,Central,342433,240453,Online,2025-Q2,2025-05
2025-05-21,Inventory Management Platform,Quality Control,Europe,United Kingdom,Sheffield,564440,434032,Partner,2025-Q2,2025-05
2025-05-21,Quality Inspection System,Automotive Parts,Europe,United Kingdom,Manchester,523736,402947,Retail,2025-Q2,2025-05
2025-05-21,Logistics Tracking System,Industrial Equipment,Europe,Germany,Hamburg,253183,224634,Online,2025-Q2,2025-05
2025-05-22,Quality Assurance Software,Supply Chain,North America,United States,San Diego,210873,167806,Mobile App,2025-Q2,2025-05
2025-05-22,Quality Inspection System,Quality Control,North America,Mexico,Juárez,217084,163616,Mobile App,2025-Q2,2025-05
2025-05-23,Automated Production Line,Automotive Parts,North America,Mexico,Puebla,318827,429790,Online,2025-Q2,2025-05
2025-05-23,Warehouse Management System,Production Machinery,Asia Pacific,Singapore,East,111580,134851,Wholesale,2025-Q2,2025-05
2025-05-25,Assembly Line Component,Quality Control,Europe,France,Paris,230618,171333,Direct Sales,2025-Q2,2025-05
2025-05-25,Warehouse Management System,Quality Control,Europe,France,Montpellier,335358,287304,Mobile App,2025-Q2,2025-05
2025-05-25,Logistics Tracking System,Quality Control,Asia Pacific,Australia,Canberra,511871,458419,Direct Sales,2025-Q2,2025-05
2025-05-26,High-Performance Engine Component,Supply Chain,Europe,France,Strasbourg,118163,160535,Mobile App,2025-Q2,2025-05
2025-05-26,Logistics Tracking System,Supply Chain,Asia Pacific,Japan,Tokyo,279054,360501,Mobile App,2025-Q2,2025-05
2025-05-26,High-Performance Engine Component,Supply Chain,North America,Canada,Winnipeg,250841,192599,Retail,2025-Q2,2025-05
2025-05-27,Precision Manufacturing Tool,Automotive Parts,North America,Canada,Hamilton,567015,574772,Direct Sales,2025-Q2,2025-05
2025-05-27,Automated Production Line,Industrial Equipment,North America,Mexico,Chihuahua,396757,521432,Wholesale,2025-Q2,2025-05
2025-05-27,Logistics Tracking System,Industrial Equipment,Asia Pacific,Australia,Sydney,345314,332046,Mobile App,2025-Q2,2025-05
2025-05-27,Precision Manufacturing Tool,Industrial Equipment,North America,Mexico,Chihuahua,368601,299518,Retail,2025-Q2,2025-05
2025-05-28,Inventory Management Platform,Supply Chain,North America,United States,Dallas,504597,442204,Mobile App,2025-Q2,2025-05
2025-05-28,CNC Machining Center,Supply Chain,Asia Pacific,Japan,Yokohama,319581,308974,Mobile App,2025-Q2,2025-05
2025-06-01,Assembly Line Component,Supply Chain,Asia Pacific,Japan,Kawasaki,334309,403018,Mobile App,2025-Q2,2025-06
2025-06-01,Logistics Tracking System,Quality Control,North America,Canada,Hamilton,90873,98446,Mobile App,2025-Q2,2025-06
2025-06-01,Assembly Line Component,Industrial Equipment,Europe,United Kingdom,Manchester,506406,391123,Direct Sales,2025-Q2,2025-06
2025-06-02,Heavy Machinery Equipment,Supply Chain,Asia Pacific,Singapore,East,333462,378350,Retail,2025-Q2,2025-06
2025-06-02,Precision Manufacturing Tool,Supply Chain,North America,Canada,Mississauga,236789,182486,Wholesale,2025-Q2,2025-06
2025-06-02,Heavy Machinery Equipment,Supply Chain,Asia Pacific,Australia,Perth,440619,464512,Partner,2025-Q2,2025-06
2025-06-03,Automated Production Line,Industrial Equipment,Europe,France,Nantes,199597,149949,Online,2025-Q2,2025-06
2025-06-03,High-Performance Engine Component,Production Machinery,Europe,United Kingdom,Sheffield,171973,189280,Partner,2025-Q2,2025-06
2025-06-03,CNC Machining Center,Automotive Parts,Europe,United Kingdom,London,581787,633552,Retail,2025-Q2,2025-06
2025-06-03,Industrial Robot System,Quality Control,Europe,Germany,Hamburg,384647,507278,Partner,2025-Q2,2025-06
2025-06-04,CNC Machining Center,Supply Chain,Europe,France,Toulouse,379542,451483,Wholesale,2025-Q2,2025-06
2025-06-04,Assembly Line Component,Quality Control,North America,United States,San Diego,272314,214929,Online,2025-Q2,2025-06
2025-06-04,High-Performance Engine Component,Production Machinery,Europe,United Kingdom,Birmingham,205623,267311,Retail,2025-Q2,2025-06
2025-06-04,Process Control Software,Quality Control,Europe,Germany,Stuttgart,680503,681644,Direct Sales,2025-Q2,2025-06
2025-06-04,Logistics Tracking System,Production Machinery,North America,United States,Chicago,518546,365333,Direct Sales,2025-Q2,2025-06
2025-06-05,CNC Machining Center,Industrial Equipment,Europe,Germany,Munich,231286,308396,Retail,2025-Q2,2025-06
2025-06-05,CNC Machining Center,Quality Control,Asia Pacific,Australia,Gold Coast,102064,87605,Wholesale,2025-Q2,2025-06
2025-06-05,Process Control Software,Quality Control,Europe,Germany,Frankfurt,796266,705439,Direct Sales,2025-Q2,2025-06
2025-06-05,Inventory Management Platform,Automotive Parts,North America,United States,New York,321507,306129,Partner,2025-Q2,2025-06
2025-06-06,Warehouse Management System,Quality Control,Asia Pacific,Australia,Canberra,118159,97778,Wholesale,2025-Q2,2025-06
2025-06-06,Automotive Safety Module,Production Machinery,Europe,France,Montpellier,486990,382650,Direct Sales,2025-Q2,2025-06
2025-06-06,Logistics Tracking System,Supply Chain,Asia Pacific,Australia,Adelaide,195682,201692,Online,2025-Q2,2025-06
2025-06-06,Automotive Safety Module,Production Machinery,Europe,United Kingdom,London,187198,174579,Retail,2025-Q2,2025-06
2025-06-06,Warehouse Management System,Automotive Parts,Asia Pacific,Japan,Kawasaki,269910,317980,Online,2025-Q2,2025-06
2025-06-06,Warehouse Management System,Automotive Parts,North America,United States,Philadelphia,479202,583026,Retail,2025-Q2,2025-06
2025-06-06,Logistics Tracking System,Industrial Equipment,Asia Pacific,Singapore,Central,265233,189853,Partner,2025-Q2,2025-06
2025-06-07,Heavy Machinery Equipment,Industrial Equipment,North America,Canada,Vancouver,556343,412479,Direct Sales,2025-Q2,2025-06
2025-06-07,CNC Machining Center,Supply Chain,Asia Pacific,Australia,Perth,244535,315655,Wholesale,2025-Q2,2025-06
2025-06-07,Quality Inspection System,Automotive Parts,Asia Pacific,Australia,Adelaide,345854,294538,Online,2025-Q2,2025-06
2025-06-08,Automated Production Line,Quality Control,Europe,France,Marseille,420475,352760,Mobile App,2025-Q2,2025-06
2025-06-08,Vehicle Diagnostic Tool,Production Machinery,Asia Pacific,Japan,Osaka,170739,188750,Mobile App,2025-Q2,2025-06
2025-06-08,Vehicle Diagnostic Tool,Industrial Equipment,North America,Canada,Hamilton,520416,446247,Partner,2025-Q2,2025-06
2025-06-09,Warehouse Management System,Quality Control,North America,Mexico,Mexico City,147069,203191,Wholesale,2025-Q2,2025-06
2025-06-09,Logistics Tracking System,Production Machinery,North America,Mexico,Guadalajara,302016,331283,Direct Sales,2025-Q2,2025-06
2025-06-10,Automated Production Line,Production Machinery,Asia Pacific,Australia,Perth,248988,321201,Mobile App,2025-Q2,2025-06
2025-06-11,Quality Assurance Software,Production Machinery,North America,Canada,Winnipeg,222426,290032,Mobile App,2025-Q2,2025-06
2025-06-11,Automotive Safety Module,Industrial Equipment,Europe,United Kingdom,London,649134,494723,Direct Sales,2025-Q2,2025-06
2025-06-11,Process Control Software,Supply Chain,Europe,Germany,Cologne,167865,223355,Wholesale,2025-Q2,2025-06
2025-06-12,Quality Inspection System,Supply Chain,Europe,France,Toulouse,225271,175262,Partner,2025-Q2,2025-06
2025-06-12,High-Performance Engine Component,Supply Chain,Asia Pacific,Australia,Canberra,150428,130177,Online,2025-Q2,2025-06
2025-06-12,Quality Assurance Software,Quality Control,Europe,France,Paris,348994,314616,Direct Sales,2025-Q2,2025-06
2025-06-12,Automated Production Line,Production Machinery,North America,Mexico,Chihuahua,754996,534537,Direct Sales,2025-Q2,2025-06
2025-06-12,Automated Production Line,Supply Chain,North America,United States,Houston,411916,562627,Retail,2025-Q2,2025-06
2025-06-12,Assembly Line Component,Quality Control,North America,Canada,Hamilton,233276,272630,Mobile App,2025-Q2,2025-06
2025-06-12,Process Control Software,Supply Chain,North America,Canada,Edmonton,157492,127226,Partner,2025-Q2,2025-06
2025-06-13,Quality Inspection System,Production Machinery,North America,Canada,Toronto,116642,146777,Mobile App,2025-Q2,2025-06
2025-06-13,Automotive Safety Module,Quality Control,North America,Canada,Calgary,252719,283552,Mobile App,2025-Q2,2025-06
2025-06-13,Process Control Software,Supply Chain,Asia Pacific,Japan,Osaka,171176,213542,Retail,2025-Q2,2025-06
2025-06-14,Warehouse Management System,Quality Control,Europe,United Kingdom,Cardiff,93307,103437,Wholesale,2025-Q2,2025-06
2025-06-14,Logistics Tracking System,Production Machinery,North America,Mexico,León,211836,254510,Direct Sales,2025-Q2,2025-06
2025-06-15,Process Control Software,Automotive Parts,Europe,France,Toulouse,372164,473233,Mobile App,2025-Q2,2025-06
2025-06-15,Assembly Line Component,Production Machinery,North America,Canada,Ottawa,294212,282647,Online,2025-Q2,2025-06
2025-06-15,Process Control Software,Supply Chain,North America,Canada,Hamilton,336092,380096,Direct Sales,2025-Q2,2025-06
2025-06-16,Quality Assurance Software,Supply Chain,Europe,Germany,Cologne,117942,116778,Mobile App,2025-Q2,2025-06
2025-06-16,Precision Manufacturing Tool,Quality Control,Asia Pacific,Singapore,Central,107093,143254,Mobile App,2025-Q2,2025-06
2025-06-16,Quality Assurance Software,Supply Chain,Asia Pacific,Australia,Sydney,117756,130959,Partner,2025-Q2,2025-06
2025-06-17,Quality Inspection System,Supply Chain,Europe,France,Nice,510030,524474,Mobile App,2025-Q2,2025-06
2025-06-17,Warehouse Management System,Supply Chain,Asia Pacific,Singapore,Central,446462,351206,Partner,2025-Q2,2025-06
2025-06-18,Logistics Tracking System,Automotive Parts,Europe,France,Nice,362172,381987,Online,2025-Q2,2025-06
2025-06-18,High-Performance Engine Component,Industrial Equipment,Europe,Germany,Cologne,694850,717689,Direct Sales,2025-Q2,2025-06
2025-06-18,Assembly Line Component,Production Machinery,Europe,France,Bordeaux,269986,305088,Wholesale,2025-Q2,2025-06
2025-06-18,Automotive Safety Module,Automotive Parts,North America,Canada,Ottawa,453488,575473,Online,2025-Q2,2025-06
2025-06-18,Automated Production Line,Automotive Parts,Asia Pacific,Australia,Perth,324899,367002,Direct Sales,2025-Q2,2025-06
2025-06-18,Quality Assurance Software,Industrial Equipment,Asia Pacific,Australia,Newcastle,377062,435485,Retail,2025-Q2,2025-06
2025-06-18,Vehicle Diagnostic Tool,Industrial Equipment,North America,United States,Los Angeles,455130,552012,Online,2025-Q2,2025-06
2025-06-18,Logistics Tracking System,Automotive Parts,Asia Pacific,Australia,Wollongong,527520,402711,Direct Sales,2025-Q2,2025-06
2025-06-18,Quality Assurance Software,Production Machinery,Asia Pacific,Japan,Sapporo,156382,203783,Retail,2025-Q2,2025-06
2025-06-18,Logistics Tracking System,Supply Chain,Europe,France,Strasbourg,334312,284550,Wholesale,2025-Q2,2025-06
2025-06-18,Automated Production Line,Industrial Equipment,Asia Pacific,Australia,Adelaide,428495,538044,Direct Sales,2025-Q2,2025-06
2025-06-19,Inventory Management Platform,Industrial Equipment,North America,Mexico,León,562642,424082,Retail,2025-Q2,2025-06
2025-06-19,Warehouse Management System,Automotive Parts,Asia Pacific,Singapore,Northeast,289439,343849,Mobile App,2025-Q2,2025-06
2025-06-20,Warehouse Management System,Industrial Equipment,North America,Mexico,Guadalajara,265019,199502,Mobile App,2025-Q2,2025-06
2025-06-20,CNC Machining Center,Supply Chain,Europe,United Kingdom,Manchester,396929,407927,Wholesale,2025-Q2,2025-06
2025-06-20,Quality Inspection System,Automotive Parts,Europe,France,Nantes,384172,300511,Wholesale,2025-Q2,2025-06
2025-06-21,High-Performance Engine Component,Automotive Parts,North America,Mexico,Puebla,133203,162607,Wholesale,2025-Q2,2025-06
2025-06-21,Logistics Tracking System,Quality Control,Asia Pacific,Australia,Newcastle,200656,150402,Mobile App,2025-Q2,2025-06
2025-06-21,Vehicle Diagnostic Tool,Production Machinery,Asia Pacific,Singapore,Northeast,270879,378942,Retail,2025-Q2,2025-06
2025-06-21,Heavy Machinery Equipment,Supply Chain,North America,Mexico,Monterrey,510055,387223,Partner,2025-Q2,2025-06
2025-06-21,CNC Machining Center,Industrial Equipment,North America,Mexico,Puebla,499414,373264,Partner,2025-Q2,2025-06
2025-06-22,Automated Production Line,Quality Control,North America,Canada,Edmonton,286095,336067,Wholesale,2025-Q2,2025-06
2025-06-22,Industrial Robot System,Automotive Parts,Asia Pacific,Singapore,East,129853,148473,Online,2025-Q2,2025-06
2025-06-22,Industrial Robot System,Industrial Equipment,North America,Canada,Montreal,177183,241733,Mobile App,2025-Q2,2025-06
2025-06-22,Warehouse Management System,Automotive Parts,North America,United States,Phoenix,261181,199712,Partner,2025-Q2,2025-06
2025-06-22,High-Performance Engine Component,Supply Chain,Europe,United Kingdom,Birmingham,140024,194685,Wholesale,2025-Q2,2025-06
2025-06-23,Industrial Robot System,Automotive Parts,Asia Pacific,Singapore,West,264114,193554,Direct Sales,2025-Q2,2025-06
2025-06-23,Assembly Line Component,Production Machinery,Asia Pacific,Australia,Wollongong,437605,603214,Online,2025-Q2,2025-06
2025-06-23,Assembly Line Component,Automotive Parts,Asia Pacific,Japan,Fukuoka,102695,85419,Mobile App,2025-Q2,2025-06
2025-06-23,Assembly Line Component,Automotive Parts,North America,United States,Los Angeles,410329,442501,Wholesale,2025-Q2,2025-06
2025-06-24,Warehouse Management System,Quality Control,Asia Pacific,Australia,Gold Coast,166956,139783,Direct Sales,2025-Q2,2025-06
2025-06-25,Precision Manufacturing Tool,Production Machinery,North America,Mexico,Zapopan,532937,587489,Online,2025-Q2,2025-06
2025-06-25,High-Performance Engine Component,Quality Control,North America,Canada,Edmonton,227773,164134,Retail,2025-Q2,2025-06
2025-06-25,Industrial Robot System,Automotive Parts,Asia Pacific,Singapore,East,127551,173021,Retail,2025-Q2,2025-06
2025-06-26,High-Performance Engine Component,Automotive Parts,Europe,Germany,Berlin,185541,191981,Partner,2025-Q2,2025-06
2025-06-26,Assembly Line Component,Quality Control,Europe,United Kingdom,Leeds,406674,385152,Mobile App,2025-Q2,2025-06
2025-06-26,High-Performance Engine Component,Quality Control,Europe,United Kingdom,Leeds,86237,61196,Wholesale,2025-Q2,2025-06
2025-06-26,Process Control Software,Supply Chain,North America,Canada,Mississauga,286346,290266,Mobile App,2025-Q2,2025-06
2025-06-26,Inventory Management Platform,Supply Chain,North America,United States,Dallas,196994,214931,Wholesale,2025-Q2,2025-06
2025-06-27,Quality Assurance Software,Supply Chain,Europe,France,Montpellier,532229,408869,Direct Sales,2025-Q2,2025-06
2025-06-27,Precision Manufacturing Tool,Production Machinery,Europe,France,Montpellier,100673,88104,Wholesale,2025-Q2,2025-06
2025-06-27,Warehouse Management System,Quality Control,Europe,Germany,Düsseldorf,172786,186113,Retail,2025-Q2,2025-06
